run_id,seed,model,calc,dt,seq_len,sequence_id,step,t,state_std,state_q10,state_q90,aleatoric_unc,epistemic_unc,input,target,state_0
parity_task,42,ParityTask,Ito,0.01,15,0,0,0.0,0.020155425986676738,-1.0261365283361206,-0.9830426791852818,0.0003407484014624668,6.549279524193783e-05,-1.0,0.0,-1.0028934645092176
parity_task,42,ParityTask,Ito,0.01,15,0,1,0.01,0.030481728123274574,0.9704511017018926,1.0496964248174034,0.0008760659011329548,5.306984824827321e-05,1.0,0.0,1.0057888260179453
parity_task,42,ParityTask,Ito,0.01,15,0,2,0.02,0.023284805303067032,-1.0291159886970338,-0.9709323807187489,0.0005049467243478611,3.723543365387644e-05,-1.0,0.0,-0.9944131417624638
parity_task,42,ParityTask,Ito,0.01,15,0,3,0.03,0.028775783606819774,0.9695855093255592,1.0420719973200752,0.000818974465238053,9.07125694846518e-06,1.0,0.0,1.0022323944042915
parity_task,42,ParityTask,Ito,0.01,15,0,4,0.04,0.03162140772602051,0.9679334190466594,1.0453827206339898,0.000872051957960758,0.0001278614686144712,1.0,0.0,1.0034487504442817
parity_task,42,ParityTask,Ito,0.01,15,0,5,0.05,0.030234107051271997,0.9569282309002082,1.036356892129888,0.0009101896174324425,3.911611755332284e-06,1.0,0.0,0.9947949094276227
parity_task,42,ParityTask,Ito,0.01,15,0,6,0.06,0.021729522365210033,0.9756463560832843,1.0288151222127555,0.000437792188480774,3.437995373938811e-05,1.0,0.0,0.9999831431054135
parity_task,42,ParityTask,Ito,0.01,15,0,7,0.07,0.02024068477148002,-1.0295858867044594,-0.9777107242623403,0.0002586413210205302,0.00015104399899789158,-1.0,0.0,-1.005468081654224
parity_task,42,ParityTask,Ito,0.01,15,0,8,0.08,0.03127048111445188,0.9597686094485861,1.0314373422650762,0.000740921929723026,0.0002369210594062662,1.0,0.0,0.9947576363097962
parity_task,42,ParityTask,Ito,0.01,15,0,9,0.09,0.026866645294161485,-1.0252233979753633,-0.9557523112857512,0.0006480173415140436,7.379928784824503e-05,-1.0,0.0,-0.9889537986159501
parity_task,42,ParityTask,Ito,0.01,15,0,10,0.1,0.01845765520677613,0.9826766107699236,1.0300089592090689,0.00023866845979193555,0.00010201657594029596,1.0,0.0,1.0021703940336368
parity_task,42,ParityTask,Ito,0.01,15,0,11,0.11,0.02503061211399782,-1.0200359350456616,-0.9631091235545008,0.0006176019330766737,8.929609724740542e-06,-1.0,0.0,-0.9966641724731479
parity_task,42,ParityTask,Ito,0.01,15,0,12,0.12,0.04621672915265391,-1.0319776710484778,-0.9682949342545026,0.002134605766164309,1.380287405461045e-06,-1.0,0.0,-0.9925388703223382
parity_task,42,ParityTask,Ito,0.01,15,0,13,0.13,0.034422172079938876,0.9753548715253493,1.0535102965500194,0.0009761666371429211,0.00020871929355800378,1.0,0.0,1.0050469390903427
parity_task,42,ParityTask,Ito,0.01,15,0,14,0.14,0.028989660212509632,-1.0223020036746517,-0.955278851674041,0.0007750955665315123,6.530483270525182e-05,-1.0,0.0,-0.9937288364918282
parity_task,42,ParityTask,Ito,0.01,15,1,0,0.0,0.028746448683223635,0.9601392088458742,1.0313083031666799,0.0008250214713805302,1.3368405166796402e-06,1.0,0.0,0.995062989709525
parity_task,42,ParityTask,Ito,0.01,15,1,1,0.01,0.03570396574964368,0.9445689872573928,1.0399423534266867,0.0010796765562521317,0.00019509661399959473,1.0,0.0,1.0028151209157448
parity_task,42,ParityTask,Ito,0.01,15,1,2,0.02,0.030006700237141855,-1.0301003021256234,-0.9675062487247308,0.0008849066903193776,1.5495368802311007e-05,-1.0,0.0,-1.0026048070528133
parity_task,42,ParityTask,Ito,0.01,15,1,3,0.03,0.029455577328800678,-1.046783170679989,-0.9648545825322776,0.0008607966365477582,6.834399225198315e-06,-1.0,0.0,-1.0009829312949943
parity_task,42,ParityTask,Ito,0.01,15,1,4,0.04,0.03648450669392753,-1.0337631784391268,-0.9574645150642321,0.0012337701531803576,9.734907551888525e-05,-1.0,0.0,-0.9976269075157762
parity_task,42,ParityTask,Ito,0.01,15,1,5,0.05,0.026354780174756412,0.9711651841148364,1.0358011758042542,0.0006193033766734225,7.527106138631227e-05,1.0,0.0,1.0000638429317048
parity_task,42,ParityTask,Ito,0.01,15,1,6,0.06,0.03708602502532356,0.9521111341204392,1.0501784275486115,0.0013140336165115875,6.133963566733887e-05,1.0,0.0,0.9964842587498522
parity_task,42,ParityTask,Ito,0.01,15,1,7,0.07,0.029028402320448028,0.9641221120782941,1.0365716835208274,0.0007768354399729938,6.581270130479858e-05,1.0,0.0,0.9955048246787396
parity_task,42,ParityTask,Ito,0.01,15,1,8,0.08,0.026166734405841944,0.9731879329927158,1.0360686717489591,0.0005650261307995675,0.0001196718586663061,1.0,0.0,1.006480683980066
parity_task,42,ParityTask,Ito,0.01,15,1,9,0.09,0.029720152621629067,0.9710921905898373,1.03264029856496,0.000724408805436651,0.00015887866641627423,1.0,0.0,1.0024447772305158
parity_task,42,ParityTask,Ito,0.01,15,1,10,0.1,0.03529217509503145,-1.0408889001515171,-0.9540634864080548,0.0011678056878303544,7.77319351080047e-05,-1.0,0.0,-0.9944817443623984
parity_task,42,ParityTask,Ito,0.01,15,1,11,0.11,0.03334723827451073,0.9605655713950001,1.0369888485945171,0.0009981741542708974,0.00011386414626609627,1.0,0.0,0.9975542601951887
parity_task,42,ParityTask,Ito,0.01,15,1,12,0.12,0.03423136711540922,-1.0455550655320796,-0.9646087362475528,0.0011205980272898529,5.1188467300066066e-05,-1.0,0.0,-1.0058806037303267
parity_task,42,ParityTask,Ito,0.01,15,1,13,0.13,0.03160520325935191,0.9406459264574338,1.0215279816920162,0.0009943202511755247,4.568621889424353e-06,1.0,0.0,0.989726678901373
parity_task,42,ParityTask,Ito,0.01,15,1,14,0.14,0.02956178837804324,0.9724009465605519,1.0460565032755313,0.0008300398082929011,4.385952381531111e-05,1.0,0.0,1.001545464614201
parity_task,42,ParityTask,Ito,0.01,15,2,0,0.0,0.03276336519205601,0.9682390301244139,1.0475373816507176,0.0009604393623904441,0.00011299873631758568,1.0,0.0,1.0041615174939011
